line,gender
"How came you, Cassio, by that handkerchief",male
That was my wife’s?,male
O fool! fool! fool!,male
Soft you; a word or two before you go.,male
"I have done the state some service, and they know’t.",male
"No more of that. I pray you, in your letters,",male
"When you shall these unlucky deeds relate,",male
"Speak of me as I am. Nothing extenuate,",male
Nor set down aught in malice. Then must you speak,male
"Of one that loved not wisely, but too well;",male
"Of one not easily jealous, but being wrought,",male
"Perplex’d in the extreme; of one whose hand,",male
"Like the base Judean, threw a pearl away",male
"Richer than all his tribe; of one whose subdu’d eyes,",male
"Albeit unused to the melting mood,",male
Drop tears as fast as the Arabian trees,male
Their medicinal gum. Set you down this.,male
"And say besides, that in Aleppo once,",male
Where a malignant and a turban’d Turk,male
"Beat a Venetian and traduc’d the state,",male
"I took by the throat the circumcised dog,",male
"And smote him, thus.",male
,male
"I kiss’d thee ere I kill’d thee. No way but this,",male
"Killing myself, to die upon a kiss.",male
,male
"No, uncle, but our crosses on the way",male
"Have made it tedious, wearisome, and heavy.",male
I want more uncles here to welcome me.,male
"God keep me from false friends, but they were none.",male
"I thank you, good my lord, and thank you all.",male
I thought my mother and my brother York,male
Would long ere this have met us on the way.,male
"Fie, what a slug is Hastings, that he comes not",male
To tell us whether they will come or no!,male
Enter Lord Hastings.,male
"Welcome, my lord. What, will our mother come?",male
"Good lords, make all the speedy haste you may.",male
,male
"Say, uncle Gloucester, if our brother come,",male
Where shall we sojourn till our coronation?,male
"I do not like the Tower, of any place.",male
"Did Julius Caesar build that place, my lord?",male
"Is it upon record, or else reported",male
"Successively from age to age, he built it?",male
"But say, my lord, it were not registered,",male
"Methinks the truth should live from age to age,",male
"As ’twere retailed to all posterity,",male
Even to the general all-ending day.,male
"What say you, uncle?",male
That Julius Caesar was a famous man.,male
"With what his valour did enrich his wit,",male
His wit set down to make his valour live;,male
"Death makes no conquest of this conqueror,",male
"For now he lives in fame, though not in life.",male
"I’ll tell you what, my cousin Buckingham.",male
"An if I live until I be a man,",male
"I’ll win our ancient right in France again,",male
"Or die a soldier, as I lived a king.",male
"Richard of York, how fares our loving brother?",male
"Ay brother, to our grief, as it is yours.",male
"Too late he died that might have kept that title,",male
Which by his death hath lost much majesty.,male
"A beggar, brother?",male
My lord of York will still be cross in talk.,male
"Uncle, your Grace knows how to bear with him.",male
My Lord Protector needs will have it so.,male
I fear no uncles dead.,male
"An if they live, I hope I need not fear.",male
"But come, my lord. With a heavy heart,",male
"Thinking on them, go I unto the Tower.",male
"[_A Sennet. Exeunt Prince Edward, York, Hastings, Dorset and all but",male
"Richard, Buckingham and Catesby._]",male
"Part, fools! put up your swords, you know not what you do.",male
,male
Enter Tybalt.,male
"What, art thou drawn among these heartless hinds?",male
"Turn thee Benvolio, look upon thy death.",male
"I do but keep the peace, put up thy sword,",male
Or manage it to part these men with me.,male
"What, drawn, and talk of peace? I hate the word",male
"As I hate hell, all Montagues, and thee:",male
"Have at thee, coward.",male
,male
Enter three or four Citizens with clubs.,male
"What noise is this? Give me my long sword, ho!",male
"My sword, I say! Old Montague is come,",male
And flourishes his blade in spite of me.,male
Enter Montague and his Lady Montague.,male
"Thou villain Capulet! Hold me not, let me go.",male
"Rebellious subjects, enemies to peace,",male
"Profaners of this neighbour-stained steel,—",male
"Will they not hear? What, ho! You men, you beasts,",male
That quench the fire of your pernicious rage,male
"With purple fountains issuing from your veins,",male
"On pain of torture, from those bloody hands",male
Throw your mistemper’d weapons to the ground,male
And hear the sentence of your moved prince.,male
"Three civil brawls, bred of an airy word,",male
"By thee, old Capulet, and Montague,",male
"Have thrice disturb’d the quiet of our streets,",male
And made Verona’s ancient citizens,male
"Cast by their grave beseeming ornaments,",male
"To wield old partisans, in hands as old,",male
"Canker’d with peace, to part your canker’d hate.",male
"If ever you disturb our streets again,",male
Your lives shall pay the forfeit of the peace.,male
For this time all the rest depart away:,male
"You, Capulet, shall go along with me,",male
"And Montague, come you this afternoon,",male
"To know our farther pleasure in this case,",male
"To old Free-town, our common judgement-place.",male
"Once more, on pain of death, all men depart.",male
"[_Exeunt Prince and Attendants; Capulet, Lady Capulet, Tybalt,",male
Citizens and Servants._],male
Who set this ancient quarrel new abroach?,male
"Speak, nephew, were you by when it began?",male
Here were the servants of your adversary,male
"And yours, close fighting ere I did approach.",male
"I drew to part them, in the instant came",male
"The fiery Tybalt, with his sword prepar’d,",male
"Which, as he breath’d defiance to my ears,",male
"He swung about his head, and cut the winds,",male
"Who nothing hurt withal, hiss’d him in scorn.",male
While we were interchanging thrusts and blows,male
"Came more and more, and fought on part and part,",male
"Till the Prince came, who parted either part.",male
"Madam, an hour before the worshipp’d sun",male
"Peer’d forth the golden window of the east,",male
"A troubled mind drave me to walk abroad,",male
Where underneath the grove of sycamore,male
"That westward rooteth from this city side,",male
So early walking did I see your son.,male
"Towards him I made, but he was ware of me,",male
And stole into the covert of the wood.,male
"I, measuring his affections by my own,",male
"Which then most sought where most might not be found,",male
"Being one too many by my weary self,",male
"Pursu’d my humour, not pursuing his,",male
And gladly shunn’d who gladly fled from me.,male
"Many a morning hath he there been seen,",male
"With tears augmenting the fresh morning’s dew,",male
Adding to clouds more clouds with his deep sighs;,male
But all so soon as the all-cheering sun,male
Should in the farthest east begin to draw,male
"The shady curtains from Aurora’s bed,",male
"Away from light steals home my heavy son,",male
"And private in his chamber pens himself,",male
"Shuts up his windows, locks fair daylight out",male
And makes himself an artificial night.,male
"Black and portentous must this humour prove,",male
Unless good counsel may the cause remove.,male
"My noble uncle, do you know the cause?",male
I neither know it nor can learn of him.,male
Have you importun’d him by any means?,male
Both by myself and many other friends;,male
"But he, his own affections’ counsellor,",male
Is to himself—I will not say how true—,male
"But to himself so secret and so close,",male
"So far from sounding and discovery,",male
As is the bud bit with an envious worm,male
"Ere he can spread his sweet leaves to the air,",male
Or dedicate his beauty to the sun.,male
"Could we but learn from whence his sorrows grow,",male
We would as willingly give cure as know.,male
Enter Romeo.,male
"See, where he comes. So please you step aside;",male
I’ll know his grievance or be much denied.,male
I would thou wert so happy by thy stay,male
"To hear true shrift. Come, madam, let’s away,",male
,male
"Good morrow, cousin.",male
Is the day so young?,male
But new struck nine.,male
"Ay me, sad hours seem long.",male
Was that my father that went hence so fast?,male
It was. What sadness lengthens Romeo’s hours?,male
"Not having that which, having, makes them short.",male
In love?,male
Out.,male
Of love?,male
Out of her favour where I am in love.,male
"Alas that love so gentle in his view,",male
Should be so tyrannous and rough in proof.,male
"Alas that love, whose view is muffled still,",male
"Should, without eyes, see pathways to his will!",male
Where shall we dine? O me! What fray was here?,male
"Yet tell me not, for I have heard it all.",male
"Here’s much to do with hate, but more with love:",male
"Why, then, O brawling love! O loving hate!",male
"O anything, of nothing first create!",male
O heavy lightness! serious vanity!,male
Misshapen chaos of well-seeming forms!,male
"Feather of lead, bright smoke, cold fire, sick health!",male
"Still-waking sleep, that is not what it is!",male
"This love feel I, that feel no love in this.",male
Dost thou not laugh?,male
"No coz, I rather weep.",male
"Good heart, at what?",male
At thy good heart’s oppression.,male
Why such is love’s transgression.,male
"Griefs of mine own lie heavy in my breast,",male
Which thou wilt propagate to have it prest,male
With more of thine. This love that thou hast shown,male
Doth add more grief to too much of mine own.,male
Love is a smoke made with the fume of sighs;,male
"Being purg’d, a fire sparkling in lovers’ eyes;",male
"Being vex’d, a sea nourish’d with lovers’ tears:",male
"What is it else? A madness most discreet,",male
"A choking gall, and a preserving sweet.",male
"Farewell, my coz.",male
